IdNalazistaLit;OpisNalazista;OznKoord;NazKlase;OznKoord;HTRS96_X;HTRS96_Y;Nesigurnost
133211;Predio kod Nasipa (20.09.1971.), nedaleko kote "Mjesec" (odjel 22 - šumarija Popovača). Veličina snimke 300m, 290m n.v., ekspozicija SW, nagib 10°  (Moslavačka gora);0366.133;Carpinus betulus L.;0366.133;513365.0162;5057365.5226;NULL
132677;Brezova kosa (14.07.1971.), zapadno od Mjeseca (odjel 19 - šumarija Čazma). Veličina snimke 350m, 250m n.v., ekspozicija NW, nagib 25° (Moslavačka gora);0366.134;Carpinus betulus L.;0366.134;514988.1807;5057369.3095;NULL
133735;padine uz potok Veliku Sredsku (13.09.1972.) nedaleko Šimljanika (odjel58 - šumarija Ivanska). Veličina snimke 300m, 260 m n.v., ekspozicija E, nagib 25° (Moslavačka gora);0366.144;Carpinus betulus L.;0366.144;518234.4355;5057378.1490;NULL
135349;Moslavačka gora,  (16.06.1972), zaravnjena površina jugoistočne ekspozicije u odjelu 28 (šumarija Čazma). Veličina snimke 400m, 290m n.v., ekspozicija SE (Moslavačka gora);0366;Carpinus betulus L.;0366;519092.4111;5057696.2547;NULL
175623;Moslavačka gora (Moslavina, središnja Hrvatska);0366;Carpinus betulus L.;0366;519092.4111;5057696.2547;NULL
136865;Moslavačka gora,  (14.07.1971), sjeveroistočne padine  odjela 18 (šumarija Čazma) nasuprot Dapčevoj kosi. Veličina snimke 260m, 250m n.v., ekspozicija NE, nagib 15° (Moslavačka gora);0366;Carpinus betulus L.;0366;519092.4111;5057696.2547;NULL
134872;Mlinska rijeka (15.06.1972), nedaleko lovačke kuće "Pletarac" (odjel 16 - šumarija Čazma). Veličina snimke300m, 180m n.v., ekspozicija NE, nagib 30° (Moslavačka gora);0366.111;Carpinus betulus L.;0366.111;513355.8333;5061532.5906;NULL
132541;Srednja rijeka (22.07.1971.), jugozapadne padine nedaleko kote 303 prema granici odjela 30 (šumarija Čazma), u slivu Srednje rijeke. Veličina snimke 300m, 300m n.v., ekspozicija SW, nagib 22° (Moslavačka gora);0366.112;Carpinus betulus L.;0366.112;514977.9141;5061536.3773;NULL
136313;Srednja rijeka (16.06.1972.), nedaleko Miklouša, (odjel 28 - šumarija Čazma). Veličina snimke 300m, 340m n.v., ekspozicija Se, nagib 15° (Moslavačka gora);0366.112;Carpinus betulus L.;0366.112;514977.9141;5061536.3773;NULL
158071; šuma Babinjak, Mačkor gaj, Jezik (Turopolje, nizinsko područje sjeverne Hrvatske);0361.2;Fagus sylvatica L.;0361.2;457418.6113;5059577.4472;NULL
133423;Stara straža (25.05.1972.), gorski greban desno od glavne međe prema tzv. "Kruški" kod granice dviju šumskih gospodarskih jedinica (odjel 1 - šumarija Čazma ). Veličina snimke 200m, 270m n.v., ekspozicija NW, nagib 30°  (Moslavačka gora);0365.224;Fagus sylvatica L.;0365.224;511736.4528;5060140.1294;NULL
135293;Moslavačka gora, područje južno od kote 204 (15.06.1972), nedaleko Titova čeke u odjelu 28 (šumarija Čazma) na goranskom grebenu. Veličina snimke 300m, 190m n.v., ekspozicija W (Moslavačka gora);0366;Fagus sylvatica L.;0366;519092.4111;5057696.2547;NULL
175603;Moslavačka gora (Moslavina, središnja Hrvatska);0366;Fagus sylvatica L.;0366;519092.4111;5057696.2547;NULL
135448;Moslavačka gora,  (16.06.1972), zaravnjena površina jugoistočne ekspozicije u odjelu 28 (šumarija Čazma). Veličina snimke 400m, 290m n.v., ekspozicija SE (Moslavačka gora);0366;Fagus sylvatica L.;0366;519092.4111;5057696.2547;NULL
136863;Moslavačka gora,  (14.07.1971), sjeveroistočne padine  odjela 18 (šumarija Čazma) nasuprot Dapčevoj kosi. Veličina snimke 260m, 250m n.v., ekspozicija NE, nagib 15° (Moslavačka gora);0366;Fagus sylvatica L.;0366;519092.4111;5057696.2547;NULL
247368;Obruč (Grobnik, Rijeka, Gorski kotar) - jugoistočna padina vrtače smještene istočno od najvišeg vrha. As. Calamagrosti arundinaceae-Fagetum (Ht. 1950) Cerovečki ass. nova. Nadm. visina 1180 m, ekspozicija SE. Unosioc: K. Vugrek Petljak;xy.97718;Fagus sylvatica L.;xy.97718;340916.2197;5037494.9152;NULL
302451;Zagreb, Medvedgrad;XY.98127;Fagus sylvatica L.;XY.98127;455893.0274;5081410.7922;NULL
191074;Područje omeđeno cestom Stara Karlovačka, željezničkom prugom Zagreb-Rijeka i auto-cestom Zagreb-Karlovac,  obuhvaća sela Gornji Stupnik, Donji Stupnik i manje dijelove sela Kalinovica i Lučko te rezervata Stupnički lug (sjeverozapadna Hrvatska);XY.98553;Fagus sylvatica L.;XY.98553;449553.6157;5067850.9466;NULL
187234;Gorski kotar, Zalesina, područje Belevina (gorska Hrvatska);ZALESINA;Fagus sylvatica L.;ZALESINA;372538.2262;5028219.4956;NULL
264216;Zalesina - predjel Belevina (Bjeljevina, Ravna Gora, Delnice, Gorski kotar, gorska Hrvatska). As. Blechno-Abietetum Horv (1938) 1950, subas. hylocomietosum Horv. Unositelj: K. Vugrek Petljak;ZALESINA;Fagus sylvatica L.;ZALESINA;372538.2262;5028219.4956;NULL
247404;Obruč (Grobnik, Rijeka, Gorski kotar) - južna padina pri dnu vrtače okružena subalpskom smrekom. As. Calamagrosti arundinaceae-Fagetum (Ht. 1950) Cerovečki ass. nova. Nadm. visina 1170 m, ekspozicija S. Unosioc: K. Vugrek Petljak;xy.97718;Fagus sylvatica L.;xy.97718;340916.2197;5037494.9152;NULL
247232;Obruč (Grobnik, Rijeka, Gorski kotar) - ispod okomite stijene najvišeg vrha na zaravni iznad vrtače (kržljava bukva). As. Calamagrosti arundinaceae-Fagetum (Ht. 1950) Cerovečki ass. nova. Nadm. visina 1300 m, ekspozicija E. Unosioc: K. Vugrek Petljak;xy.97718;Fagus sylvatica L.;xy.97718;340916.2197;5037494.9152;NULL
247261;Obruč (Grobnik, Rijeka, Gorski kotar) - sjeveroistočno od okomite stijene najvišeg vrha na zaravni iznad vrtače (kržljava bukva). As. Calamagrosti arundinaceae-Fagetum (Ht. 1950) Cerovečki ass. nova. Nadm. visina 1230 m, ekspozicija W. Unosioc: K. Vugrek;xy.97718;Fagus sylvatica L.;xy.97718;340916.2197;5037494.9152;NULL
247292;Obruč (Grobnik, Rijeka, Gorski kotar) - sjeveroistočna padina najvišeg vrha (kržljava bukva). As. Calamagrosti arundinaceae-Fagetum (Ht. 1950) Cerovečki ass. nova. Nadm. visina 1250 m, ekspozicija NE. Unosioc: K. Vugrek Petljak;xy.97718;Fagus sylvatica L.;xy.97718;340916.2197;5037494.9152;NULL
247320;Obruč (Grobnik, Rijeka, Gorski kotar) - istočna padina najvišeg vrha (kržljava bukva). As. Calamagrosti arundinaceae-Fagetum (Ht. 1950) Cerovečki ass. nova. Nadm. visina 1310 m, ekspozicija E. Unosioc: K. Vugrek Petljak;xy.97718;Fagus sylvatica L.;xy.97718;340916.2197;5037494.9152;NULL
247346;Obruč (Grobnik, Rijeka, Gorski kotar) - istočno od najvišeg vrha, iznad šume subalpske smreke. As. Calamagrosti arundinaceae-Fagetum (Ht. 1950) Cerovečki ass. nova. Nadm. visina 1230 m, ekspozicija E. Unosioc: K. Vugrek Petljak;xy.97718;Fagus sylvatica L.;xy.97718;340916.2197;5037494.9152;NULL
187854;Područje Tisovac - Glavica, između sela Sela i Šain (Gorski kotar);xy.97633;Fagus sylvatica L.;xy.97633;377175.1291;5040082.2556;NULL
187855;Padine Skradskog vrha iznad sela Divjake (Skradinski vrh, Gorski kotar);xy.97635;Fagus sylvatica L.;xy.97635;376272.8703;5032581.4474;NULL
187856;Padine Skradskog vrha iznad Skrada (Skradski vrh, Gorski kotar);xy.97636;Fagus sylvatica L.;xy.97636;375484.6054;5033279.3935;NULL
187939;Skrad, oko Zelenog vira, na više mjesta uz potok Iševnicu, na zapadnim padinama Kupjačkog vrha (Zeleni vir, Iševnica, Kupjački vrh, Gorski kotar);xy.97637;Fagus sylvatica L.;xy.97637;373690.2910;5032492.5698;NULL
188321;Učka, područje "Dobreč", vrtača uz cestu Veprinac - vrh Učke (Istra);xy.97655;Fagus sylvatica L.;xy.97655;321819.3838;5021201.9162;NULL
189542;U Živicama uz cestu Zagreb - Dugo selo (središnja Hrvatska);xy.97711;Fagus sylvatica L.;xy.97711;475706.5493;5074891.9803;NULL
184219;Breznica (Dilj gora, Slavonija);xy.97330;Fagus sylvatica L.;xy.97330;632302.8879;5014065.7044;25.0000
184220;Breznica (Dilj gora, Slavonija);xy.97331;Fagus sylvatica L.;xy.97331;632541.5674;5013426.5087;25.0000
184221;Breznica (Dilj gora, Slavonija);xy.97332;Fagus sylvatica L.;xy.97332;627570.1991;5016183.0360;25.0000
187231;Velika Kapela, područje Cesarica uz cestu Jasenak - Mrkopalj (gorska Hrvatska);xy.97601;Fagus sylvatica L.;xy.97601;377653.2214;5013776.1500;NULL
187232;Velika Kapela, područje Pod Prčevom kosom uz cestu Jasenak - Mrkopalj (gorska Hrvatska);xy.97601;Fagus sylvatica L.;xy.97601;377653.2214;5013776.1500;NULL
187233;Velika Kapela, područje Stara draga uz cestu Jasenak - Mrkopalj (gorska Hrvatska);xy.97601;Fagus sylvatica L.;xy.97601;377653.2214;5013776.1500;NULL
184214;Sjeverni Dilj Pleternički (Pleternica, Dilj gora, Slavonija);xy.97323;Fagus sylvatica L.;xy.97323;610029.7948;5015098.0718;25.0000
184215;Sjeverni Dilj Pleternički (Pleternica, Dilj gora, Slavonija);xy.97324;Fagus sylvatica L.;xy.97324;611880.2734;5014751.7294;25.0000
184216;Sjeverni Dilj Pleternički (Pleternica, Dilj gora, Slavonija);xy.97325;Fagus sylvatica L.;xy.97325;611225.3461;5015160.7898;25.0000
184217;Sjeverni Dilj - Levanjska Varoš (Dilj gora, Slavonija);xy.97326;Fagus sylvatica L.;xy.97326;628967.8503;5009635.4842;25.0000
184218;Sjeverni Dilj - Levanjska Varoš (Dilj gora, Slavonija);xy.97327;Fagus sylvatica L.;xy.97327;633798.3575;5005858.0865;25.0000
184222;Breznica (Dilj gora, Slavonija);xy.97329;Fagus sylvatica L.;xy.97329;631699.1778;5013761.0637;25.0000
184208;Stupničko brdo - Cerje (Dilj gora, Slavonija);xy.97316;Fagus sylvatica L.;xy.97316;601979.1085;5002984.6228;25.0000
184209;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97317;Fagus sylvatica L.;xy.97317;621027.1381;5017459.4509;25.0000
184210;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97319;Fagus sylvatica L.;xy.97319;620524.8385;5018039.6028;25.0000
184211;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97320;Fagus sylvatica L.;xy.97320;620321.0024;5018578.2102;25.0000
184212;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97321;Fagus sylvatica L.;xy.97321;620503.1596;5018666.7850;25.0000
184213;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97322;Fagus sylvatica L.;xy.97322;613821.4358;5017581.6389;25.0000
184202;Mlada Vodica - Puavice (Dilj gora, Slavonija);xy.97310;Fagus sylvatica L.;xy.97310;611460.4619;5007037.0810;25.0000
184203;Mlada Vodica - Puavice (Dilj gora, Slavonija);xy.97311;Fagus sylvatica L.;xy.97311;611709.4126;5004017.4483;25.0000
184204;Mlada Vodica - Puavice (Dilj gora, Slavonija);xy.97312;Fagus sylvatica L.;xy.97312;609935.1285;5005960.7971;25.0000
184205;Stupničko brdo - Cerje (Dilj gora, Slavonija);xy.97313;Fagus sylvatica L.;xy.97313;604206.7895;5004053.8936;25.0000
184206;Stupničko brdo - Cerje (Dilj gora, Slavonija);xy.97314;Fagus sylvatica L.;xy.97314;600114.7048;5005856.4180;25.0000
184207;Stupničko brdo - Cerje (Dilj gora, Slavonija);xy.97315;Fagus sylvatica L.;xy.97315;600488.0451;5004687.8248;25.0000
184196;Mlada Vodica - Puavice (Dilj gora, Slavonija);xy.97304;Fagus sylvatica L.;xy.97304;611431.2529;5010754.4018;25.0000
184197;Mlada Vodica - Puavice (Dilj gora, Slavonija);xy.97305;Fagus sylvatica L.;xy.97305;611333.2162;5010547.2940;25.0000
184198;Mlada Vodica - Puavice (Dilj gora, Slavonija);xy.97306;Fagus sylvatica L.;xy.97306;611716.2565;5012723.4503;25.0000
184199;Mlada Vodica - Puavice (Dilj gora, Slavonija);xy.97307;Fagus sylvatica L.;xy.97307;611440.6058;5010681.2518;25.0000
184200;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97308;Fagus sylvatica L.;xy.97308;619644.5395;5016657.4885;25.0000
184201;Mlada Vodica - Puavice (Dilj gora, Slavonija);xy.97309;Fagus sylvatica L.;xy.97309;611299.1494;5005290.6553;25.0000
184190;Južni Dilj (Dilj gora, Slavonija);xy.97295;Fagus sylvatica L.;xy.97295;623978.2519;5005646.7830;25.0000
184191;Južni Dilj (Dilj gora, Slavonija);xy.97296;Fagus sylvatica L.;xy.97296;623550.9724;5006007.5968;25.0000
184192;Južni Dilj (Dilj gora, Slavonija);xy.97297;Fagus sylvatica L.;xy.97297;623267.4158;5005730.9704;25.0000
184193;Južni Dilj (Dilj gora, Slavonija);xy.97298;Fagus sylvatica L.;xy.97298;623284.9152;5006562.3427;25.0000
184194;Dilj gora, privatna šuma (Slavonija);xy.97300;Fagus sylvatica L.;xy.97300;618034.2672;5003291.1300;25.0000
184195;Južni Dilj (Dilj gora, Slavonija);xy.97303;Fagus sylvatica L.;xy.97303;614539.4611;5003209.1156;25.0000
184184;Južni Dilj (Dilj gora, Slavonija);xy.97289;Fagus sylvatica L.;xy.97289;614889.1235;5009920.3400;25.0000
184185;Južni Dilj (Dilj gora, Slavonija);xy.97290;Fagus sylvatica L.;xy.97290;615192.1765;5010007.6717;25.0000
184186;Južni Dilj (Dilj gora, Slavonija);xy.97291;Fagus sylvatica L.;xy.97291;615477.2020;5011492.8632;25.0000
184187;Južni Dilj (Dilj gora, Slavonija);xy.97292;Fagus sylvatica L.;xy.97292;619686.6884;5007418.9574;25.0000
184188;Južni Dilj (Dilj gora, Slavonija);xy.97293;Fagus sylvatica L.;xy.97293;619867.1030;5007386.6133;25.0000
184189;Južni Dilj (Dilj gora, Slavonija);xy.97294;Fagus sylvatica L.;xy.97294;621434.8047;5010106.4815;25.0000
184178;Sjeverni Dilj Pleternički (Pleternica, Dilj gora, Slavonija);xy.97283;Fagus sylvatica L.;xy.97283;605646.3083;5010226.2088;25.0000
184179;Južni Dilj (Dilj gora, Slavonija);xy.97284;Fagus sylvatica L.;xy.97284;614564.0833;5012731.4389;25.0000
184180;Južni Dilj (Dilj gora, Slavonija);xy.97285;Fagus sylvatica L.;xy.97285;614894.3410;5008136.8472;25.0000
184181;Južni Dilj (Dilj gora, Slavonija);xy.97286;Fagus sylvatica L.;xy.97286;614948.4615;5008395.7527;25.0000
184182;Južni Dilj (Dilj gora, Slavonija);xy.97287;Fagus sylvatica L.;xy.97287;615168.3044;5008767.5370;25.0000
184183;Južni Dilj (Dilj gora, Slavonija);xy.97288;Fagus sylvatica L.;xy.97288;615593.2362;5009552.3647;25.0000
184172;Kujnjak - Rakovac - Mačkovac (Dilj gora, Slavonija);xy.97276;Fagus sylvatica L.;xy.97276;637351.3984;5012212.4421;25.0000
184173;Kujnjak - Rakovac - Mačkovac (Dilj gora, Slavonija);xy.97277;Fagus sylvatica L.;xy.97277;636933.3386;5012345.1714;25.0000
184174;Kujnjak - Rakovac - Mačkovac (Dilj gora, Slavonija);xy.97278;Fagus sylvatica L.;xy.97278;636802.9448;5012319.6092;25.0000
184175;Sjeverni Dilj Pleternički (Pleternica, Dilj gora, Slavonija);xy.97279;Fagus sylvatica L.;xy.97279;605897.9905;5009530.7436;25.0000
184176;Sjeverni Dilj Pleternički (Pleternica, Dilj gora, Slavonija);xy.97280;Fagus sylvatica L.;xy.97280;606049.6741;5009538.9192;25.0000
184177;Sjeverni Dilj Pleternički (Pleternica, Dilj gora, Slavonija);xy.97281;Fagus sylvatica L.;xy.97281;606102.7614;5010819.5305;25.0000
184166;Kujnjak - Rakovac - Mačkovac (Dilj gora, Slavonija);xy.97270;Fagus sylvatica L.;xy.97270;638511.4660;5012039.9159;25.0000
184167;Kujnjak - Rakovac - Mačkovac (Dilj gora, Slavonija);xy.97271;Fagus sylvatica L.;xy.97271;638778.3409;5011335.2350;25.0000
184168;Kujnjak - Rakovac - Mačkovac (Dilj gora, Slavonija);xy.97272;Fagus sylvatica L.;xy.97272;639115.6539;5010764.1896;25.0000
184169;Kujnjak - Rakovac - Mačkovac (Dilj gora, Slavonija);xy.97273;Fagus sylvatica L.;xy.97273;639522.4855;5011395.3588;25.0000
184170;Kujnjak - Rakovac - Mačkovac (Dilj gora, Slavonija);xy.97274;Fagus sylvatica L.;xy.97274;632720.2583;5011609.8899;25.0000
184171;Kujnjak - Rakovac - Mačkovac (Dilj gora, Slavonija);xy.97275;Fagus sylvatica L.;xy.97275;637354.3341;5012269.3644;25.0000
183080;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97264;Fagus sylvatica L.;xy.97264;615293.2826;5018363.9564;25.0000
184161;Breznica (Dilj gora, Slavonija);xy.97265;Fagus sylvatica L.;xy.97265;633453.3145;5015374.7698;25.0000
184162;Breznica (Dilj gora, Slavonija);xy.97266;Fagus sylvatica L.;xy.97266;633272.6708;5015258.1798;25.0000
184163;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97267;Fagus sylvatica L.;xy.97267;623819.5628;5011489.6026;25.0000
184164;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97268;Fagus sylvatica L.;xy.97268;622101.9711;5014620.4459;25.0000
184165;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97269;Fagus sylvatica L.;xy.97269;623968.9214;5014948.5622;25.0000
183074;Breznica (Dilj gora, Slavonija);xy.97258;Fagus sylvatica L.;xy.97258;626912.1802;5018042.6000;25.0000
183075;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97259;Fagus sylvatica L.;xy.97259;627595.5618;5016108.5915;25.0000
183076;Južni Dilj (Dilj gora, Slavonija);xy.97260;Fagus sylvatica L.;xy.97260;615093.4589;5013271.4021;25.0000
183077;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97261;Fagus sylvatica L.;xy.97261;615326.0393;5013066.1422;25.0000
183078;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97262;Fagus sylvatica L.;xy.97262;615437.9227;5013066.0595;25.0000
183079;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97263;Fagus sylvatica L.;xy.97263;615707.1854;5013144.0206;25.0000
183068;Breznica (Dilj gora, Slavonija);xy.97252;Fagus sylvatica L.;xy.97252;632480.4724;5014078.3927;25.0000
183069;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97253;Fagus sylvatica L.;xy.97253;617909.1117;5013291.9791;25.0000
183070;Sjeverni Dilj - Levanjska Varoš (Dilj gora, Slavonija);xy.97254;Fagus sylvatica L.;xy.97254;625299.3995;5010021.6010;25.0000
183071;Sjeverni Dilj - Levanjska Varoš (Dilj gora, Slavonija);xy.97255;Fagus sylvatica L.;xy.97255;625839.2185;5009840.6231;25.0000
183072;Breznica (Dilj gora, Slavonija);xy.97256;Fagus sylvatica L.;xy.97256;626436.0625;5009762.5464;25.0000
183073;Breznica (Dilj gora, Slavonija);xy.97257;Fagus sylvatica L.;xy.97257;627242.4252;5017153.7788;25.0000
183062;Južni Dilj (Dilj gora, Slavonija);xy.97246;Fagus sylvatica L.;xy.97246;619759.4834;5007479.5821;25.0000
183063;Južni Dilj (Dilj gora, Slavonija);xy.97247;Fagus sylvatica L.;xy.97247;622890.4164;5007040.5061;25.0000
183064;Stupničko brdo - Cerje (Dilj gora, Slavonija);xy.97248;Fagus sylvatica L.;xy.97248;604292.6935;5004215.2470;25.0000
183065;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97249;Fagus sylvatica L.;xy.97249;619170.7713;5017582.9891;25.0000
183066;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97250;Fagus sylvatica L.;xy.97250;614472.8061;5018275.2720;25.0000
183067;Breznica (Dilj gora, Slavonija);xy.97251;Fagus sylvatica L.;xy.97251;632242.6373;5013867.9031;25.0000
182599;Sjeverni Dilj Pleternički (Pleternica, Dilj gora, Slavonija);xy.97227;Fagus sylvatica L.;xy.97227;605870.0317;5009691.2136;25.0000
182600;Sjeverni Dilj Pleternički (Pleternica, Dilj gora, Slavonija);xy.97228;Fagus sylvatica L.;xy.97228;606536.4988;5012686.8732;25.0000
183058;Sjeverni Dilj Pleternički (Pleternica, Dilj gora, Slavonija);xy.97242;Fagus sylvatica L.;xy.97242;614648.4148;5013030.7681;25.0000
183059;Sjeverni Dilj Pleternički (Pleternica, Dilj gora, Slavonija);xy.97243;Fagus sylvatica L.;xy.97243;614172.1016;5013074.6199;25.0000
183060;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97244;Fagus sylvatica L.;xy.97244;617271.1060;5013542.7698;25.0000
183061;Južni Dilj (Dilj gora, Slavonija);xy.97245;Fagus sylvatica L.;xy.97245;617936.6143;5012458.7563;25.0000
182593;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97221;Fagus sylvatica L.;xy.97221;622998.1528;5015633.3923;25.0000
182594;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97222;Fagus sylvatica L.;xy.97222;624165.7383;5015483.7019;25.0000
182595;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97223;Fagus sylvatica L.;xy.97223;623847.6593;5015344.6763;25.0000
182596;Kujnjak - Rakovac - Mačkovac (Dilj gora, Slavonija);xy.97224;Fagus sylvatica L.;xy.97224;638308.3478;5012110.6684;25.0000
182597;Kujnjak - Rakovac - Mačkovac (Dilj gora, Slavonija);xy.97225;Fagus sylvatica L.;xy.97225;639675.9525;5011469.4717;25.0000
182598;Kujnjak - Rakovac - Mačkovac (Dilj gora, Slavonija);xy.97226;Fagus sylvatica L.;xy.97226;634136.5911;5012803.0563;25.0000
182587;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97215;Fagus sylvatica L.;xy.97215;616459.2315;5013099.0363;25.0000
182588;Breznica (Dilj gora, Slavonija);xy.97216;Fagus sylvatica L.;xy.97216;632843.5205;5015611.0350;25.0000
182589;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97217;Fagus sylvatica L.;xy.97217;614096.7562;5015511.2045;25.0000
182590;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97218;Fagus sylvatica L.;xy.97218;622956.1362;5011667.6082;25.0000
182591;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97219;Fagus sylvatica L.;xy.97219;623101.6884;5011629.9128;25.0000
182592;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97220;Fagus sylvatica L.;xy.97220;623744.4035;5011877.8601;25.0000
181644;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97185;Fagus sylvatica L.;xy.97185;619104.7781;5013081.7939;25.0000
181645;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97186;Fagus sylvatica L.;xy.97186;615313.3025;5013589.2017;25.0000
181646;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97187;Fagus sylvatica L.;xy.97187;615129.5201;5013480.6599;25.0000
182584;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97212;Fagus sylvatica L.;xy.97212;615535.2202;5013098.2373;25.0000
182585;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97213;Fagus sylvatica L.;xy.97213;615613.4255;5013404.6772;25.0000
182586;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97214;Fagus sylvatica L.;xy.97214;617401.9836;5013005.5188;25.0000
181638;Sjeverni Dilj - Levanjska Varoš (Dilj gora, Slavonija);xy.97179;Fagus sylvatica L.;xy.97179;627319.8632;5009671.1354;25.0000
181639;Sjeverni Dilj - Levanjska Varoš (Dilj gora, Slavonija);xy.97180;Fagus sylvatica L.;xy.97180;627955.5846;5009651.3138;25.0000
181640;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97181;Fagus sylvatica L.;xy.97181;625285.8307;5013915.4189;25.0000
181641;Breznica (Dilj gora, Slavonija);xy.97182;Fagus sylvatica L.;xy.97182;631863.9556;5013924.9322;25.0000
181642;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97183;Fagus sylvatica L.;xy.97183;616959.8599;5012929.7751;25.0000
181643;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97184;Fagus sylvatica L.;xy.97184;615981.0537;5013081.9436;25.0000
181632;Mlada Vodica - Puavice (Dilj gora, Slavonija);xy.97173;Fagus sylvatica L.;xy.97173;612719.4219;5004926.3709;25.0000
181633;Stupničko brdo - Cerje (Dilj gora, Slavonija);xy.97174;Fagus sylvatica L.;xy.97174;600631.2401;5004830.1206;25.0000
181634;Stupničko brdo - Cerje (Dilj gora, Slavonija);xy.97175;Fagus sylvatica L.;xy.97175;601992.1502;5003035.3651;25.0000
181635;Stupničko brdo - Cerje (Dilj gora, Slavonija);xy.97176;Fagus sylvatica L.;xy.97176;602023.0068;5003148.7574;25.0000
181636;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97177;Fagus sylvatica L.;xy.97177;620983.5973;5017437.2699;25.0000
181637;Sjeverni Dilj Pleternički (Pleternica, Dilj gora, Slavonija);xy.97178;Fagus sylvatica L.;xy.97178;609620.6507;5015075.6973;25.0000
181627;Južni Dilj (Dilj gora, Slavonija);xy.97167;Fagus sylvatica L.;xy.97167;619389.5670;5012057.8520;25.0000
181626;Južni Dilj (Dilj gora, Slavonija);xy.97168;Fagus sylvatica L.;xy.97168;618328.5694;5012385.4860;25.0000
181628;Južni Dilj (Dilj gora, Slavonija);xy.97169;Fagus sylvatica L.;xy.97169;617225.4304;5012294.0509;25.0000
181629;Južni Dilj (Dilj gora, Slavonija);xy.97170;Fagus sylvatica L.;xy.97170;621842.2942;5010164.8782;25.0000
181630;Južni Dilj (Dilj gora, Slavonija);xy.97171;Fagus sylvatica L.;xy.97171;613631.6399;5006903.7479;25.0000
181631;Mlada Vodica - Puavice (Dilj gora, Slavonija);xy.97172;Fagus sylvatica L.;xy.97172;612846.4760;5004755.0660;25.0000
181620;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97161;Fagus sylvatica L.;xy.97161;623009.1503;5015740.1490;25.0000
181621;Sjeverni Dilj Čaglinski (Čaglin, Dilj gora, Slavonija);xy.97162;Fagus sylvatica L.;xy.97162;626121.9781;5015309.3341;25.0000
181622;Kujnjak - Rakovac - Mačkovac (Dilj gora, Slavonija);xy.97163;Fagus sylvatica L.;xy.97163;637621.5197;5011118.8554;25.0000
181623;Južni Dilj (Dilj gora, Slavonija);xy.97164;Fagus sylvatica L.;xy.97164;615169.2526;5010487.9353;25.0000
181624;Južni Dilj (Dilj gora, Slavonija);xy.97165;Fagus sylvatica L.;xy.97165;615314.0799;5009576.5501;25.0000
